GSANUM,PI,PBAL,OBAL,RATE,CITY,STATE,ZIP,GSANUM,UNITS,LIEN,FDUEDATE,MDATE,ODATE,ASOFDATE,OFICO,EMPLOY,RTERM,ATERM,OTERM,GSANUM,PPOTERM,AGE,ARMFLAG,BALLFLAG,IOFLAG,IOTERM,GSOLTV,GSCOLTV,MTM_OCCLIT,GSANUM,MTM_PROPLIT,MTM_PURPLIT,MTM_PRODLIT,MTM_DOCLIT
4956888,97.85,10256.35,10275,11,Keokuk,IA,52632,4956888,2,2,6/1/2006,5/1/2021,4/25/2006,10/1/2006,788,Y,175,355,180,4956888,0,5,FIXED,Y,N,0,15,95,INVESTOR,4956888,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4956965,411.47,41468.37,41550,11.5,Las Vegas,NV,89147,4956965,1,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,693,N,174,354,180,4956965,0,6,FIXED,Y,N,0,15,100,SECOND HOM,4956965,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4957124,151.58,14579.29,14600,12.125,Clarkston,GA,30021,4957124,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,712,Y,175,355,180,4957124,0,5,FIXED,Y,N,0,20,94.99,INVESTOR,4957124,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4956717,496.63,49108.51,49200,11.75,Wesley Chapel,FL,33544,4956717,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,708,N,174,354,180,4956717,0,6,FIXED,Y,N,0,20,95,INVESTOR,4956717,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4957040,3772.85,369231.55,370250,11.875,Kailua,HI,96734,4957040,1,2,6/1/2006,5/1/2021,4/5/2006,10/1/2006,728,Y,175,351,180,4957040,0,5,FIXED,Y,N,0,25.98,100,OWNER OCCU,4957040,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4955300,737.45,78848.6,79000,10.75,Westwood,NJ,7675,4955300,1,2,6/1/2006,5/1/2021,4/6/2006,10/1/2006,699,N,175,355,180,4955300,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4955300,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955491,1886.21,179751.42,180000,12.25,Prior Lake,MN,55372,4955491,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,711,N,175,355,180,4955491,0,5,FIXED,Y,N,0,51.43,95,OWNER OCCU,4955491,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4957256,364.79,34125.68,34180,12.5,Austin,TX,78754,4957256,1,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,710,N,174,354,180,4957256,0,6,FIXED,Y,N,0,25,100,INVESTOR,4957256,CONDO,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4956727,1027.64,113215.89,113500,10.375,Taunton,MA,2780,4956727,1,2,5/1/2006,4/1/2021,3/27/2006,10/1/2006,683,N,174,354,180,4956727,0,6,FIXED,Y,N,0,25,95,OWNER OCCU,4956727,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4956849,2125.42,229454.28,230000,10.625,Tucson,AZ,85755,4956849,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,734,Y,174,354,180,4956849,0,6,FIXED,Y,N,0,26.14,90,OWNER OCCU,4956849,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4955277,724.49,78213.99,78400,10.625,Compton,CA,90222,4955277,1,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,715,N,174,354,180,4955277,0,6,FIXED,Y,N,0,20,84.8,OWNER OCCU,4955277,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4956862,1026.83,109745.89,110000,10.75,Montebello,CA,90640,4956862,1,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,699,N,174,354,180,4956862,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4956862,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955200,288.99,32181.23,32250,10.25,Orlando,FL,32821,4955200,1,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,699,N,175,355,180,4955200,0,5,FIXED,Y,N,0,15,90,OWNER OCCU,4955200,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4957159,372,35451,35500,12.25,Chicago,IL,60628,4957159,1,2,6/1/2006,5/1/2021,4/14/2006,10/1/2006,701,Y,175,355,180,4957159,0,5,FIXED,Y,N,0,25,90,INVESTOR,4957159,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4957104,402.82,38742.9,38798,12.125,WEST PALM BEACH,FL,33414,4957104,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,660,Y,175,355,180,4957104,0,5,FIXED,Y,N,0,20,90,INVESTOR,4957104,CONDO,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4954750,804.78,76693.18,76800,12.25,Armona,CA,93202,4954750,1,2,6/1/2006,5/1/2021,4/10/2006,10/1/2006,738,N,175,355,180,4954750,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4954750,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4954703,647.52,63449.69,63545,11.875,Queen Creek,AZ,85243,4954703,1,2,6/1/2006,5/1/2021,4/7/2006,10/1/2006,723,N,175,355,180,4954703,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4954703,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4956749,946.32,91838.08,92000,12,Albany,CA,94706,4956749,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,719,N,174,354,180,4956749,0,6,FIXED,Y,N,0,20,100,INVESTOR,4956749,CONDO,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955158,456.41,41937.39,42000,12.75,Oroville,CA,95965,4955158,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,762,N,174,354,180,4955158,0,6,FIXED,Y,N,0,20,95,SECOND HOM,4955158,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956840,1201.33,129744.07,130000,10.625,Brooklyn,NY,11206,4956840,3,2,6/1/2006,5/1/2021,4/10/2006,10/1/2006,776,Y,175,355,180,4956840,0,5,FIXED,Y,N,0,20,95,OWNER OCCU,4956840,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4959034,840.13,89827.54,90000,10.75,North Bergen,NJ,7047,4959034,1,2,6/1/2006,5/1/2021,4/14/2006,10/1/2006,667,Y,175,355,180,4959034,0,5,FIXED,Y,N,0,20,90,OWNER OCCU,4959034,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4956910,740.57,76863.92,77000,11.125,Tempe,AZ,85281,4956910,4,2,6/1/2006,5/1/2021,4/3/2006,10/1/2006,748,N,175,355,180,4956910,0,5,FIXED,Y,N,0,20,100,INVESTOR,4956910,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4959051,460.96,46921.17,47000,11.375,Plainfield,CT,6354,4959051,1,2,6/1/2006,5/1/2021,3/30/2006,10/1/2006,674,N,175,355,180,4959051,0,5,FIXED,Y,N,0,20.89,100,OWNER OCCU,4959051,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955447,1465.77,142292.02,142500,12,Salem,MA,1970,4955447,2,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,716,Y,175,355,180,4955447,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955447,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4957369,812.43,72717.3,72800,13.125,Aldie,VA,20105,4957369,1,2,6/1/2006,5/1/2021,4/18/2006,10/1/2006,650,N,175,355,180,4957369,0,5,FIXED,Y,N,0,20,90,OWNER OCCU,4957369,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4956877,921.33,89456.66,90000,10.875,Glastonbury,CT,6033,4956877,1,2,6/1/2006,5/1/2026,4/7/2006,10/1/2006,701,Y,235,235,240,4956877,0,5,FIXED,N,N,0,20,100,OWNER OCCU,4956877,SINGLE FAMILY,CASHOUT REFI,20 YR FIXED,NO RATIO
4956752,782.29,77355.88,77500,11.75,Fresno,CA,93720,4956752,1,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,758,N,174,354,180,4956752,0,6,FIXED,Y,N,0,10,90,INVESTOR,4956752,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954842,2005.38,182634.89,182900,12.875,SCOTTSDALE,AZ,85262,4954842,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,729,N,174,354,180,4954842,0,6,FIXED,Y,N,0,30.49,100,OWNER OCCU,4954842,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954076,252.04,26937.62,27000,10.75,Las Vegas,NV,89108,4954076,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,663,N,174,354,180,4954076,0,6,FIXED,Y,N,0,12.56,100,INVESTOR,4954076,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955382,245.68,25008.08,25050,11.375,Lehi,UT,84043,4955382,1,2,6/1/2006,5/1/2021,4/14/2006,10/1/2006,740,Y,175,355,180,4955382,0,5,FIXED,Y,N,0,21.94,86.9,INVESTOR,4955382,CONDO,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4957187,623.96,58920.78,59000,12.375,Boston,MA,2122,4957187,1,2,6/1/2006,5/1/2021,4/19/2006,10/1/2006,666,N,175,355,180,4957187,0,5,FIXED,Y,N,0,20,95,OWNER OCCU,4957187,CONDO,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4957052,937.48,91622.48,92000,11.875,San Diego,CA,92114,4957052,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,645,Y,174,347,180,4957052,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4957052,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SISA
4957162,1823.34,173710.15,174000,12.25,Lynwood,CA,90262,4957162,3,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,677,Y,174,354,180,4957162,0,6,FIXED,Y,N,0,30,94.91,OWNER OCCU,4957162,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955268,740.2,79932.35,80100,10.625,Henderson,NV,89015,4955268,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,695,N,175,355,180,4955268,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955268,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955224,556.83,61372.25,61500,10.375,Springfield,MA,1119,4955224,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,690,N,175,355,180,4955224,0,5,FIXED,Y,N,0,30,82.03,OWNER OCCU,4955224,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4957019,492.94,48302.43,48375,11.875,Tallahassee,FL,32308,4957019,1,2,6/1/2006,5/1/2021,4/26/2006,10/1/2006,742,Y,175,355,180,4957019,0,5,FIXED,Y,N,0,25,99.97,INVESTOR,4957019,PUD,PURCHASE,FIXED BALLOON 30/15,SISA
4956762,704.33,64384.46,65400,12.625,Coral Springs,FL,33067,4956762,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,669,Y,174,312,180,4956762,0,6,FIXED,Y,N,0,30,90,OWNER OCCU,4956762,CONDO,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4959228,1838.93,187121.62,187500,11.375,South Jordan,UT,84095,4959228,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,689,Y,174,354,180,4959228,0,6,FIXED,Y,N,0,25,99.98,OWNER OCCU,4959228,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4957335,166.66,15177.95,15200,12.875,Pocatello,ID,83201,4957335,2,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,762,Y,174,354,180,4957335,0,6,FIXED,Y,N,0,20,90,INVESTOR,4957335,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956872,539.8,57143.23,57250,10.875,HEMET,CA,92545,4956872,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,674,N,175,355,180,4956872,0,5,FIXED,Y,N,0,19.41,95,OWNER OCCU,4956872,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4954239,1522.89,143806.6,144000,12.375,Oakland,CA,94603,4954239,2,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,694,N,175,355,180,4954239,0,5,FIXED,Y,N,0,30,89.19,INVESTOR,4954239,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954841,845.35,77007.38,77100,12.875,Edgewood,NM,87015,4954841,1,2,6/1/2006,5/1/2021,4/5/2006,10/1/2006,794,N,175,355,180,4954841,0,5,FIXED,Y,N,0,30,89.33,OWNER OCCU,4954841,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4956930,420.63,42816.21,42888,11.375,Maricopa,AZ,85239,4956930,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,670,N,175,355,180,4956930,0,5,FIXED,Y,N,0,20,95,INVESTOR,4956930,PUD,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955324,1683.05,178167.05,178500,10.875,Murrieta,CA,92562,4955324,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,712,N,175,355,180,4955324,0,5,FIXED,Y,N,0,30,99.94,OWNER OCCU,4955324,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4959057,859.86,85863.72,86000,11.625,Tracy,CA,95376,4959057,1,2,6/1/2006,5/1/2021,4/7/2006,10/1/2006,682,N,175,355,180,4959057,0,5,FIXED,Y,N,0,20,90,OWNER OCCU,4959057,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4956819,2744.22,299393.37,300000,10.5,Livermore,CA,94550,4956819,1,2,6/1/2006,5/1/2021,4/21/2006,10/1/2006,776,Y,175,355,180,4956819,0,5,FIXED,Y,N,0,31.75,100,OWNER OCCU,4956819,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955310,2800.44,299425.1,300000,10.75,San Francisco,CA,94122,4955310,1,2,6/1/2006,5/1/2021,4/5/2006,10/1/2006,742,N,175,355,180,4955310,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955310,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4957073,1728.06,167754.84,168000,12,Santa Rosa,CA,95407,4957073,1,2,6/1/2006,5/1/2021,4/14/2006,10/1/2006,676,Y,175,355,180,4957073,0,5,FIXED,Y,N,0,30,95,OWNER OCCU,4957073,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4959093,653.76,59030.98,59100,13,Tucson,AZ,85730,4959093,1,2,6/1/2006,5/1/2021,4/12/2006,10/1/2006,670,N,175,355,180,4959093,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4959093,PUD,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955301,1344.21,143724.04,144000,10.75,San Mateo,CA,94401,4955301,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,718,N,175,355,180,4955301,0,5,FIXED,Y,N,0,20,95,OWNER OCCU,4955301,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955203,537.66,59544.93,60000,10.25,San Diego,CA,92139,4955203,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,698,N,174,343,180,4955203,0,6,FIXED,Y,N,0,15,100,OWNER OCCU,4955203,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955442,1118.62,108257.52,108750,12,Clovis,CA,93611,4955442,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,740,N,175,345,180,4955442,0,5,FIXED,Y,N,0,25,100,INVESTOR,4955442,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954257,657.86,59927.92,60000,12.875,Mesa,AZ,85209,4954257,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,656,N,175,355,180,4954257,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4954257,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4957237,1613.69,151002.48,151200,12.5,Randolph,MA,2368,4957237,1,2,6/1/2006,5/1/2021,4/19/2006,10/1/2006,741,N,175,355,180,4957237,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4957237,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4954728,207.65,19969.2,20000,12.125,Pompano Beach,FL,33069,4954728,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,709,N,175,355,180,4954728,0,5,FIXED,Y,N,0,10.26,100,OWNER OCCU,4954728,CONDO,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4954849,2157.09,194667.76,195000,13,Phoenix,AZ,85022,4954849,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,727,N,175,353,180,4954849,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4954849,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4957057,936.04,90867.17,91000,12,Corona,CA,92883,4957057,1,2,6/1/2006,5/1/2021,4/4/2006,10/1/2006,663,Y,175,355,180,4957057,0,5,FIXED,Y,N,0,20,95,OWNER OCCU,4957057,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954089,480.57,48918.01,49000,11.375,Mesa,AZ,85204,4954089,3,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,704,N,175,355,180,4954089,0,5,FIXED,Y,N,0,20,100,INVESTOR,4954089,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4957023,274.11,26855.99,26900,11.875,Boise,ID,83705,4957023,1,2,6/1/2006,5/1/2021,4/21/2006,10/1/2006,663,N,175,355,180,4957023,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4957023,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956892,1509.43,158212.22,158500,11,Santa Ana,CA,92704,4956892,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,685,Y,175,355,180,4956892,0,5,FIXED,Y,N,0,40.64,90,OWNER OCCU,4956892,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955182,412.37,46398.15,46500,10.125,Orange Park,FL,32065,4955182,1,2,6/1/2006,5/1/2021,4/14/2006,10/1/2006,669,N,175,355,180,4955182,0,5,FIXED,Y,N,0,10,84,SECOND HOM,4955182,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4955269,1495.65,161531.39,161850,10.625,Napa,CA,94559,4955269,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,733,N,175,355,180,4955269,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955269,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4957026,203.8,19947.95,20000,11.875,Arlington,TX,76002,4957026,1,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,714,Y,175,351,180,4957026,0,5,FIXED,Y,N,0,15.75,100,INVESTOR,4957026,PUD,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4957374,210.92,18463.01,18900,13.125,Joplin,MO,64804,4957374,1,2,6/1/2006,5/1/2021,4/19/2006,10/1/2006,664,Y,175,290,180,4957374,0,5,FIXED,Y,N,0,30,89.99,OWNER OCCU,4957374,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4957010,540.07,52879.57,53000,11.875,Leominster,MA,1453,4957010,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,668,Y,175,353,180,4957010,0,5,FIXED,Y,N,0,20,77.7,OWNER OCCU,4957010,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4959070,1510.65,145293.4,145500,12.125,San Juan Capistrano,CA,92675,4959070,1,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,699,N,175,355,180,4959070,0,5,FIXED,Y,N,0,30,95,OWNER OCCU,4959070,CONDO,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956823,2189.88,238915.96,239400,10.5,Pacifica,CA,94044,4956823,1,2,6/1/2006,5/1/2021,4/18/2006,10/1/2006,704,Y,175,355,180,4956823,0,5,FIXED,Y,N,0,30,95,OWNER OCCU,4956823,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4956994,534.99,52918.25,53000,11.75,Hemet,CA,92544,4956994,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,741,N,175,355,180,4956994,0,5,FIXED,Y,N,0,20,100,INVESTOR,4956994,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4957431,976.6,85782.9,86000,13.375,Delmar,MD,21875,4957431,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,626,N,175,349,180,4957431,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4957431,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4955602,513.35,45947.75,46000,13.125,Orlando,FL,32808,4955602,1,2,6/1/2006,5/1/2021,4/25/2006,10/1/2006,699,N,175,355,180,4955602,0,5,FIXED,Y,N,0,25,80,INVESTOR,4955602,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955631,1771.51,155832.5,156000,13.375,Irvine,CA,92612,4955631,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,688,N,175,355,180,4955631,0,5,FIXED,Y,N,0,20,100,INVESTOR,4955631,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4959044,1702.35,176687.19,177000,11.125,Palo Alto,CA,94303,4959044,1,2,6/1/2006,5/1/2021,4/20/2006,10/1/2006,696,Y,175,355,180,4959044,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4959044,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955336,1717.52,180022.49,180350,11,San Bernardino,CA,92407,4955336,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,693,N,175,355,180,4955336,0,5,FIXED,Y,N,0,33.4,94.99,OWNER OCCU,4955336,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4954715,1234.33,119206.68,120000,12,Cathedral City,CA,92234,4954715,1,2,6/1/2006,5/1/2021,4/21/2006,10/1/2006,722,N,175,339,180,4954715,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4954715,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955320,1791.49,189645.57,190000,10.875,Cypress,CA,90630,4955320,1,2,6/1/2006,5/1/2021,4/21/2006,10/1/2006,710,N,175,355,180,4955320,0,5,FIXED,Y,N,0,30.74,100,OWNER OCCU,4955320,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4956870,806.17,85340.49,85500,10.875,San Dimas,CA,91773,4956870,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,649,N,175,355,180,4956870,0,5,FIXED,Y,N,0,15,100,OWNER OCCU,4956870,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955244,1523.04,166163.34,166500,10.5,Long Beach,CA,90815,4955244,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,682,N,175,355,180,4955244,0,5,FIXED,Y,N,0,30,90,OWNER OCCU,4955244,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4957141,1288.91,122763.69,123000,12.25,Parkland,FL,33076,4957141,1,2,6/1/2006,5/1/2021,4/21/2006,10/1/2006,646,Y,175,353,180,4957141,0,5,FIXED,Y,N,0,10,100,OWNER OCCU,4957141,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SISA
4956947,951.91,95871.28,96125,11.5,MONTROSE,CO,81401,4956947,1,2,6/1/2006,5/1/2021,4/26/2006,10/1/2006,693,Y,175,352,180,4956947,0,5,FIXED,Y,N,0,25,81.93,SECOND HOM,4956947,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954107,372.68,38681.56,38750,11.125,Tulare,CA,93274,4954107,1,2,6/1/2006,5/1/2021,4/27/2006,10/1/2006,777,Y,175,355,180,4954107,0,5,FIXED,Y,N,0,25,100,INVESTOR,4954107,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4957366,602.63,53938.65,54000,13.125,White Bear Lake,MN,55110,4957366,1,2,6/1/2006,5/1/2021,4/24/2006,10/1/2006,665,N,175,355,180,4957366,0,5,FIXED,Y,N,0,20,90,OWNER OCCU,4957366,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955212,1744.81,192310.83,192711,10.375,Manteca,CA,95337,4955212,1,2,6/1/2006,5/1/2021,4/25/2006,10/1/2006,743,N,175,355,180,4955212,0,5,FIXED,Y,N,0,31.61,100,OWNER OCCU,4955212,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4955317,3677.27,389272.45,390000,10.875,Yorba Linda,CA,92886,4955317,1,2,6/1/2006,5/1/2021,4/26/2006,10/1/2006,700,N,175,355,180,4955317,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4955317,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4954110,283.73,29458.46,29500,11.125,San Antonio,TX,78247,4954110,1,2,7/1/2006,6/1/2021,5/10/2006,10/1/2006,763,N,176,356,180,4954110,0,4,FIXED,Y,N,0,25,99.59,INVESTOR,4954110,PUD,PURCHASE,FIXED BALLOON 30/15,SISA
4954096,490.38,49933.39,50000,11.375,Philadelphia,PA,19152,4954096,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,648,N,176,356,180,4954096,0,4,FIXED,Y,N,0,22.73,100,OWNER OCCU,4954096,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4954101,350.76,37144.72,37200,10.875,Jacksonville,FL,32218,4954101,1,2,7/1/2006,6/1/2021,5/16/2006,10/1/2006,705,N,176,356,180,4954101,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4954101,PUD,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954079,201.44,21547.08,21580,10.75,Lewisburg,TN,37091,4954079,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,661,Y,176,356,180,4954079,0,4,FIXED,Y,N,0,20,95,OWNER OCCU,4954079,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4957506,321.72,33354.03,33450,11.125,Arrowbear,CA,92382,4957506,1,2,3/1/2006,2/1/2021,1/17/2006,10/1/2006,672,N,172,352,180,4957506,0,8,FIXED,Y,N,0,15,100,OWNER OCCU,4957506,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955701,1344.56,144899.91,145500,10.625,Manteca,CA,95337,4955701,1,2,3/1/2006,2/1/2021,1/9/2006,10/1/2006,690,N,172,350,180,4955701,0,8,FIXED,Y,N,0,30,95,OWNER OCCU,4955701,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955729,1790.46,165906.58,166250,12.625,Santa Ana,CA,92704,4955729,1,2,3/1/2006,2/1/2021,1/12/2006,10/1/2006,683,Y,172,352,180,4955729,0,8,FIXED,Y,N,0,25,100,INVESTOR,4955729,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
