LoanID,Seller,Servicer,Deal ID,Pool ID,Orig Bal,Sch Bal,Product,IO Flag,IO Term,Property Type,Loan Purpose,Zipcode,LoanID,State,First Pay,Maturity Date,First Pay Adj,First Rate Adj,Next Pay Adj,Next Rate Adj,Fixed Period,First Per Cap,Periodic Cap,Life Cap,Margin,LoanID,Maxrate,Pay Adjust Freq,Rate Adjust Freq,Appr Value,Pledge Bal,Sales Price,Doctype,Index,Ownocc,MI Comp,Cutoffdate,Orig Date,LoanID,Orig LTV,Eff LTV,Orig CLTV,MI Pct,Orig PNI,LPMI,Net Rate,Orig Rate,Current Rate,Serv Fee,LoanID,Master Serv Fee,FICO,Amort Term,Orig Term,Balloon,Units,Times 30,Times 60,Times 90,Prepay Term,Servicing Step Up Fee
103944988,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1825000,1825000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,98040,103944988,Washington,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103944988,10.875,12,12,2500000,0,2500000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/29/2007,103944988,73.00,0.00,85.00,0,8934.9,0,5.6165,5.8750,5.8750,0.2500,103944988,0.0085,781,240,360,Non-Balloon,1,0,0,0,0,0.000
103944991,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1200000,1200000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,90034,103944991,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103944991,11.000,12,12,2300000,0,2300000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/14/2007,103944991,52.17,0.00,52.17,0,6000,0,5.7415,6.0000,6.0000,0.2500,103944991,0.0085,787,240,360,Non-Balloon,1,0,0,0,0,0.000
103944992,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1049250,1049250,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,90046,103944992,California,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103944992,11.500,12,12,1399000,0,1399000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/11/2007,103944992,75.00,0.00,90.00,0,5683.44,0,6.2415,6.5000,6.5000,0.2500,103944992,0.0085,730,240,360,Non-Balloon,1,0,0,0,0,0.000
103944994,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1344300,1340168.13,ARM - 7 Year,No,0,Single Family Residence,Rate/Term Refinance,90254,103944994,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103944994,10.875,12,12,3000000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/30/2007,103944994,44.81,0.00,60.87,0,7952.04,0,5.6165,5.8750,5.8750,0.2500,103944994,0.0085,780,360,360,Non-Balloon,1,0,0,0,0,0.000
103944996,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1122000,1122000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,91105,103944996,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103944996,10.750,12,12,1496000,0,1496000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/9/2007,103944996,75.00,0.00,90.00,0,5376.25,0,5.4915,5.7500,5.7500,0.2500,103944996,0.0085,812,240,360,Non-Balloon,1,0,0,0,0,0.000
103944997,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1421250,1421250,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,93001,103944997,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103944997,10.875,12,12,1895000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/21/2007,103944997,75.00,0.00,80.80,0,6958.2,0,5.6165,5.8750,5.8750,0.2500,103944997,0.0085,710,240,360,Non-Balloon,1,0,0,0,0,0.000
103944998,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,760000,760000,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,90065,103944998,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103944998,10.750,12,12,1250000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/18/2007,103944998,60.80,0.00,70.80,0,3641.67,0,5.4915,5.7500,5.7500,0.2500,103944998,0.0085,724,240,360,Non-Balloon,1,0,0,0,0,0.000
103944999,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,739361,739361,ARM - 7 Year,Yes,120,Condo,Purchase,90015,103944999,California,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103944999,11.000,12,12,925000,0,924202,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/12/2007,103944999,80.00,0.00,90.00,0,3696.81,0,5.7415,6.0000,6.0000,0.2500,103944999,0.0085,798,240,360,Non-Balloon,1,0,0,0,0,0.000
103945000,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1050000,1049820.21,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,92663,103945000,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945000,11.250,12,12,1400000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/24/2007,103945000,75.00,0.00,90.00,0,5468.75,0,5.9915,6.2500,6.2500,0.2500,103945000,0.0085,744,240,360,Non-Balloon,1,0,0,0,0,0.000
103945001,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,436000,436000,ARM - 7 Year,Yes,120,Planned unit developments,Cash-out Refinance,92653,103945001,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945001,10.750,12,12,545000,0,0,No Income / Verified Assets,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/24/2007,103945001,80.00,0.00,84.59,0,2089.17,0,5.4915,5.7500,5.7500,0.2500,103945001,0.0085,689,240,360,Non-Balloon,1,0,0,0,0,0.000
103945002,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,834000,834000,ARM - 7 Year,Yes,120,Planned unit developments,Rate/Term Refinance,93021,103945002,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945002,11.250,12,12,1100000,0,0,No Income / Verified Assets,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/11/2007,103945002,75.82,0.00,75.82,0,4343.75,0,5.9915,6.2500,6.2500,0.2500,103945002,0.0085,724,240,360,Non-Balloon,1,0,0,0,0,0.000
103945003,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,480000,479699.27,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,90275,103945003,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945003,10.875,12,12,1150000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/8/2007,103945003,41.74,0.00,63.48,0,2350,0,5.6165,5.8750,5.8750,0.2500,103945003,0.0085,776,240,360,Non-Balloon,1,0,0,0,0,0.000
103945004,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,464000,463929.81,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,90032,103945004,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945004,11.375,12,12,586000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/18/2007,103945004,79.18,0.00,87.71,0,2465,0,6.1165,6.3750,6.3750,0.2500,103945004,0.0085,733,240,360,Non-Balloon,1,0,0,0,0,0.000
103945006,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,650000,645765.43,ARM - 7 Year,Yes,120,Condo,Purchase,89109,103945006,Nevada,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945006,11.625,12,12,1085000,0,1084556,Simply Signature,Libor - 1 Year,Second Home,No Insurance,9/1/2007,5/4/2007,103945006,59.93,0.00,80.00,0,3588.54,0,6.3665,6.6250,6.6250,0.2500,103945006,0.0085,745,240,360,Non-Balloon,1,0,0,0,0,0.000
103945007,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,484412,484412,ARM - 7 Year,Yes,120,Condo,Purchase,89109,103945007,Nevada,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945007,11.250,12,12,715000,0,605516,Simply Signature,Libor - 1 Year,Second Home,No Insurance,9/1/2007,5/9/2007,103945007,80.00,0.00,80.00,0,2522.98,0,5.9915,6.2500,6.2500,0.2500,103945007,0.0085,741,240,360,Non-Balloon,1,0,0,0,0,0.000
103945008,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,690000,690000,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,94506,103945008,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945008,11.125,12,12,1150000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/24/2007,103945008,60.00,0.00,68.70,0,3521.88,0,5.8665,6.1250,6.1250,0.2500,103945008,0.0085,720,240,360,Non-Balloon,1,0,0,0,0,0.000
103945009,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,850000,850000,ARM - 7 Year,Yes,120,Single Family Residence,Cash-out Refinance,94563,103945009,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945009,11.125,12,12,1750000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/17/2007,103945009,48.57,0.00,48.57,0,4338.54,0,5.8665,6.1250,6.1250,0.2500,103945009,0.0085,734,240,360,Non-Balloon,1,0,0,0,0,0.000
103945010,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,713200,713200,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,95020,103945010,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945010,10.375,12,12,1020000,0,891500,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/24/2007,103945010,80.00,0.00,100.00,0,3194.54,0,5.1165,5.3750,5.3750,0.2500,103945010,0.0085,759,240,360,Non-Balloon,1,0,0,0,0,0.000
103945011,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,440000,440000,ARM - 7 Year,Yes,120,Condo,Purchase,92648,103945011,California,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945011,11.125,12,12,550000,0,550000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/11/2007,103945011,80.00,0.00,90.00,0,2245.83,0,5.8665,6.1250,6.1250,0.2500,103945011,0.0085,782,240,360,Non-Balloon,1,0,0,0,0,0.000
103945012,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,803562,803562,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,33076,103945012,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945012,11.000,12,12,1030000,0,1004453,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/29/2007,103945012,80.00,0.00,90.00,0,4017.81,0,5.7415,6.0000,6.0000,0.2500,103945012,0.0085,763,240,360,Non-Balloon,1,0,0,0,0,0.000
103945013,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1211000,1211000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,33308,103945013,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103945013,11.375,12,12,1730000,0,1730000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/22/2007,103945013,70.00,0.00,85.00,0,6433.44,0,6.1165,6.3750,6.3750,0.2500,103945013,0.0085,725,240,360,Non-Balloon,1,0,0,0,0,0.000
103945015,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1037300,1037300,ARM - 7 Year,Yes,120,Single Family Residence,Cash-out Refinance,33480,103945015,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945015,11.125,12,12,5800000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/23/2007,103945015,17.88,0.00,24.78,0,5294.55,0,5.8665,6.1250,6.1250,0.2500,103945015,0.0085,801,240,360,Non-Balloon,1,0,0,0,0,0.000
103945017,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,877675,877675,ARM - 7 Year,Yes,120,Condo,Purchase,34236,103945017,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945017,11.125,12,12,1100500,0,1097118,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/25/2007,103945017,80.00,0.00,80.00,0,4479.8,0,5.8665,6.1250,6.1250,0.2500,103945017,0.0085,765,240,360,Non-Balloon,1,0,0,0,0,0.000
103945019,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,650000,650000,ARM - 7 Year,Yes,120,Condo,Rate/Term Refinance,11235,103945019,New York,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945019,11.500,12,12,850000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/25/2007,103945019,76.47,0.00,90.00,0,3520.83,0,6.2415,6.5000,6.5000,0.2500,103945019,0.0085,715,240,360,Non-Balloon,1,0,0,0,0,0.000
103945021,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,539500,536177.84,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,11365,103945021,New York,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945021,11.375,12,12,675000,0,675000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/13/2007,103945021,79.93,0.00,90.00,0,2866.09,0,6.1165,6.3750,6.3750,0.2500,103945021,0.0085,796,240,360,Non-Balloon,1,0,0,0,0,0.000
103945022,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,732000,731929.54,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,33928,103945022,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945022,10.750,12,12,940000,0,915500,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/5/2007,103945022,79.96,0.00,79.96,0,3507.5,0,5.4915,5.7500,5.7500,0.2500,103945022,0.0085,794,240,360,Non-Balloon,1,0,0,0,0,0.000
103945023,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,450000,450000,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,92253,103945023,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945023,11.750,12,12,630000,0,596649,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/16/2007,103945023,75.42,0.00,75.42,0,2531.25,0,6.4915,6.7500,6.7500,0.2500,103945023,0.0085,744,240,360,Non-Balloon,1,0,0,0,0,0.000
103945027,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,500000,500000,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,48009,103945027,Michigan,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945027,11.125,12,12,890000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/16/2007,103945027,56.18,0.00,80.00,0,2552.08,0,5.8665,6.1250,6.1250,0.2500,103945027,0.0085,767,240,360,Non-Balloon,1,0,0,0,0,0.000
103945029,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,639000,639000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,99835,103945029,Alaska,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945029,11.375,12,12,710000,0,710000,Simply Signature,Libor - 1 Year,Primary Residence,Mtge Guaranty Insurance Corp.,9/1/2007,5/24/2007,103945029,90.00,0.00,90.00,25,3394.69,0,6.1165,6.3750,6.3750,0.2500,103945029,0.0085,738,240,360,Non-Balloon,1,0,0,0,0,0.000
103945030,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,650360,650360,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,98052,103945030,Washington,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945030,11.375,12,12,854000,0,812950,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/7/2007,103945030,80.00,0.00,90.00,0,3455.04,0,6.1165,6.3750,6.3750,0.2500,103945030,0.0085,775,240,360,Non-Balloon,1,0,0,0,0,0.000
103945031,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,993750,993750,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,98199,103945031,Washington,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945031,11.500,12,12,1325000,0,1325000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/7/2007,103945031,75.00,0.00,90.00,0,5382.81,0,6.2415,6.5000,6.5000,0.2500,103945031,0.0085,766,240,360,Non-Balloon,1,0,0,0,0,0.000
103945032,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,520800,520747.27,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,98012,103945032,Washington,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945032,11.125,12,12,651000,0,651000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/19/2007,103945032,80.00,0.00,80.00,0,2658.25,0,5.8665,6.1250,6.1250,0.2500,103945032,0.0085,764,240,360,Non-Balloon,1,0,0,0,0,0.000
103945033,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,612800,611736.34,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,37876,103945033,Tennessee,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945033,10.750,12,12,766000,0,766000,Simply Signature,Libor - 1 Year,Second Home,No Insurance,9/1/2007,5/10/2007,103945033,80.00,0.00,80.00,0,2936.34,0,5.4915,5.7500,5.7500,0.2500,103945033,0.0085,798,240,360,Non-Balloon,1,0,0,0,0,0.000
103945034,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,520000,520000,ARM - 7 Year,Yes,120,Planned unit developments,Cash-out Refinance,21797,103945034,Maryland,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945034,11.750,12,12,650000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/23/2007,103945034,80.00,0.00,84.62,0,2925,0,6.4915,6.7500,6.7500,0.2500,103945034,0.0085,697,240,360,Non-Balloon,1,0,0,0,0,0.000
103945036,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,770000,770000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,60521,103945036,Illinois,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945036,11.000,12,12,1400000,0,1365000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/25/2007,103945036,56.41,0.00,56.41,0,3850,0,5.7415,6.0000,6.0000,0.2500,103945036,0.0085,778,240,360,Non-Balloon,1,0,0,0,0,0.000
103945040,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,2500000,2500000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,06880,103945040,Connecticut,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103945040,11.125,12,12,5900000,0,5900000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/29/2007,103945040,42.37,0.00,59.32,0,12760.42,0,5.8665,6.1250,6.1250,0.2500,103945040,0.0085,734,240,360,Non-Balloon,1,0,0,0,0,0.000
103945042,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1040000,1035925.67,ARM - 7 Year,No,0,Single Family Residence,Cash-out Refinance,10804,103945042,New York,6/1/2007,5/1/2037,6/1/2014,5/1/2014,6/1/2014,5/1/2014,84,5,2,5,2.250,103945042,11.125,12,12,1800000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/20/2007,103945042,57.78,0.00,58.00,0,6319.15,0,5.8665,6.1250,6.1250,0.2500,103945042,0.0085,795,360,360,Non-Balloon,1,0,0,0,0,0.000
103945047,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,984000,984000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,11978,103945047,New York,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945047,10.875,12,12,1250000,0,1230000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/7/2007,103945047,80.00,0.00,90.00,0,4817.5,0,5.6165,5.8750,5.8750,0.2500,103945047,0.0085,762,240,360,Non-Balloon,1,0,0,0,0,0.000
103945048,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,2300000,2298743.92,ARM - 7 Year,Yes,120,Condo,Purchase,10013,103945048,New York,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.500,103945048,11.000,12,12,3100000,0,3100000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/30/2007,103945048,74.19,0.00,74.19,0,11500,0,5.7415,6.0000,6.0000,0.2500,103945048,0.0085,800,240,360,Non-Balloon,1,0,0,0,0,0.000
103945049,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,880000,879987.41,ARM - 7 Year,Yes,120,Planned unit developments,Cash-out Refinance,95746,103945049,California,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945049,11.125,12,12,1100000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/17/2007,103945049,80.00,0.00,90.00,0,4491.67,0,5.8665,6.1250,6.1250,0.2500,103945049,0.0085,751,240,360,Non-Balloon,1,0,0,0,0,0.000
103945050,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,450000,450000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,20009,103945050,District of Columbia,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945050,10.875,12,12,565000,0,562500,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/1/2007,103945050,80.00,0.00,90.00,0,2203.13,0,5.6165,5.8750,5.8750,0.2500,103945050,0.0085,800,240,360,Non-Balloon,1,0,0,0,0,0.000
103945053,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,888800,888717.55,ARM - 7 Year,Yes,120,Condo,Purchase,10025,103945053,New York,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945053,11.250,12,12,1275000,0,1111000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/5/2007,103945053,80.00,0.00,90.00,0,4629.17,0,5.9915,6.2500,6.2500,0.2500,103945053,0.0085,673,240,360,Non-Balloon,1,0,0,0,0,0.000
103945056,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,650000,647819.25,ARM - 7 Year,No,0,Single Family Residence,Cash-out Refinance,33904,103945056,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945056,10.875,12,12,1100000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/31/2007,103945056,59.09,0.00,77.27,0,3845,0,5.6165,5.8750,5.8750,0.2500,103945056,0.0085,726,360,360,Non-Balloon,1,0,0,0,0,0.000
103945059,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,476000,476000,ARM - 7 Year,Yes,120,Condo,Purchase,33141,103945059,Florida,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945059,12.125,12,12,600000,0,595000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/8/2007,103945059,80.00,0.00,80.00,0,2826.25,0,6.8665,7.1250,7.1250,0.2500,103945059,0.0085,727,240,360,Non-Balloon,1,0,0,0,0,0.000
103945060,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,2000000,2000000,ARM - 7 Year,Yes,120,Planned unit developments,Purchase,33477,103945060,Florida,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.500,103945060,11.500,12,12,3650000,0,3450000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/14/2007,103945060,57.97,0.00,57.97,0,10833.34,0,6.2415,6.5000,6.5000,0.2500,103945060,0.0085,749,240,360,Non-Balloon,1,0,0,0,0,0.000
103945062,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,570800,570800,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,10536,103945062,New York,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103945062,11.125,12,12,715000,0,713500,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/4/2007,103945062,80.00,0.00,90.00,0,2913.46,0,5.8665,6.1250,6.1250,0.2500,103945062,0.0085,741,240,360,Non-Balloon,1,0,0,0,0,0.000
103945064,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,1482000,1482000,ARM - 7 Year,Yes,120,Single Family Residence,Rate/Term Refinance,06437,103945064,Connecticut,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.500,103945064,11.625,12,12,2200000,0,0,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/8/2007,103945064,67.36,0.00,85.00,0,8181.88,0,6.3665,6.6250,6.6250,0.2500,103945064,0.0085,742,240,360,Non-Balloon,1,0,0,0,0,0.000
103945065,Chase Mortgage,Chase,JPMMT2007-A5,POOL3,875000,875000,ARM - 7 Year,Yes,120,Condo,Purchase,10007,103945065,New York,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103945065,11.000,12,12,1825000,0,1675000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/1/2007,103945065,52.24,0.00,52.24,0,4375,0,5.7415,6.0000,6.0000,0.2500,103945065,0.0085,784,240,360,Non-Balloon,1,0,0,0,0,0.000
